,wave_id,transcript,Speaker,Gender,Age_Range,Pronunciation_dialect,target
801,/Users/prem/Desktop/Speech_Corpus/134/wav/b0538.wav,"At the best, they were necessary accessories.",134,Male,Adult,American English,0
802,/Users/prem/Desktop/Speech_Corpus/1103/wav/a0534.wav,"But Johannes could, and did.",1103,Male,Adult,American English,0
803,/Users/prem/Desktop/Speech_Corpus/3535/wav/a0393.wav,Already he had begun borrowing from the banks.,3535,Male,Adult,Canadian English,0
804,/Users/prem/Desktop/Speech_Corpus/4337/wav/a0185.wav,The questions may have come vaguely in his mind.,4337,Male,Adult,Australian English,0
805,/Users/prem/Desktop/Speech_Corpus/5440/wav/b0410.wav,Have you ever earned a dollar by your own labour.,5440,Male,Adult,Australian English,0
806,/Users/prem/Desktop/Speech_Corpus/2180/wav/a0512.wav," it is a palace, wherein there are many servants.",2180,Male,Adult,Indian English,0
807,/Users/prem/Desktop/Speech_Corpus/5155/wav/a0168.wav,Low bush whipped him in the face and left no sting.,5155,Male,Adult,Australian English,0
808,/Users/prem/Desktop/Speech_Corpus/3727/wav/a0528.wav,"Men who endure it, call it living death.",3727,Male,Adult,American English,0
809,/Users/prem/Desktop/Speech_Corpus/2176/wav/a0134.wav,He obeyed the pressure of her hand.,2176,Male,Adult,Indian English,0
810,/Users/prem/Desktop/Speech_Corpus/1765/wav/a0384.wav,The farmer works the soil and produces grain.,1765,Male,Adult,American English,0
811,/Users/prem/Desktop/Speech_Corpus/2819/wav/ar-20.wav, watched them hurry away.,2819,Male,Youth,Indian English,0
812,/Users/prem/Desktop/Speech_Corpus/5500/wav/a0177.wav,She had been thoroughly and efficiently mauled.,5500,Male,Adult,European English,0
813,/Users/prem/Desktop/Speech_Corpus/5541/wav/a0299.wav,I tell you I am disgusted with this adventure tomfoolery and rot.,5541,Male,Adult,American English,0
814,/Users/prem/Desktop/Speech_Corpus/3993/wav/b0093.wav,Darkness hid him from Jeanne.,3993,Male,Adult,European English,0
815,/Users/prem/Desktop/Speech_Corpus/1202/wav/b0453.wav,"Isaac Ford, the austere soldier of the Lord, the old hypocrite.",1202,Male,Adult,Indian English,0
816,/Users/prem/Desktop/Speech_Corpus/4987/wav/b0204.wav,Down through the perfume weighted air fluttered the snowy fluffs of the cottonwoods.,4987,Male,Adult,American English,0
817,/Users/prem/Desktop/Speech_Corpus/2251/wav/b0080.wav,Tomorrow it will be strong enough for you to stand upon.,2251,Male,Youth,American English,0
818,/Users/prem/Desktop/Speech_Corpus/5361/wav/a0377.wav,This sound did not disturb the hush and awe of the place.,5361,Male,Adult,European English,0
819,/Users/prem/Desktop/Speech_Corpus/2105/wav/a0311.wav,"Therefore, hurrah for the game.",2105,Male,Youth,Australian English,0
820,/Users/prem/Desktop/Speech_Corpus/4326/wav/b0281.wav,Just the same I'd sooner be myself than have book indigestion.,4326,Male,Adult,Other,0
821,/Users/prem/Desktop/Speech_Corpus/2546/wav/b0117.wav,"That's Thorpe's, said the young engineer.",2546,Male,Adult,British English,0
822,/Users/prem/Desktop/Speech_Corpus/452/wav/a0438.wav,"At sea, Monday, March Sixteenth, Nineteen Oh Eight.",452,Male,Adult,American English,0
823,/Users/prem/Desktop/Speech_Corpus/2636/wav/a0526.wav,Nowhere did the raw earth appear.,2636,Male,Adult,European English,0
824,/Users/prem/Desktop/Speech_Corpus/3378/wav/a0536.wav,He would destroy all things that are fixed.,3378,Male,Adult,European English,0
825,/Users/prem/Desktop/Speech_Corpus/3442/wav/a0297.wav,There's a big English general right now whose name is Roberts.,3442,Male,Adult,European English,0
826,/Users/prem/Desktop/Speech_Corpus/901/wav/rb-32.wav,"Obviously, when running a file browser the same logic would apply.",901,Male,Adult,Indian English,0
827,/Users/prem/Desktop/Speech_Corpus/2274/wav/e0220.wav,The Two Thousand and Two capital budget does not currently authorize the system modifications that will be necessary,2274,Male,Adult,European English,0
828,/Users/prem/Desktop/Speech_Corpus/1986/wav/a0228.wav,But it contributed to the smash.,1986,Male,Adult,American English,0
829,/Users/prem/Desktop/Speech_Corpus/3719/wav/b0265.wav,I was not to cry out in the face of fear.,3719,Male,Adult,Indian English,0
830,/Users/prem/Desktop/Speech_Corpus/4593/wav/a0040.wav,I suppose you wonder why she is coming up here.,4593,Male,Adult,New Zealand English,0
831,/Users/prem/Desktop/Speech_Corpus/5745/wav/a0188.wav,Two gigantic owls were tearing at the carcass.,5745,Male,Adult,American English,0
832,/Users/prem/Desktop/Speech_Corpus/1307/wav/a0180.wav,"If not, let's say our prayers and go to bed.",1307,Male,Adult,British English,0
833,/Users/prem/Desktop/Speech_Corpus/3664/wav/b0319.wav,"Daylight was tired, profoundly tired.",3664,Male,Adult,European English,0
834,/Users/prem/Desktop/Speech_Corpus/4217/wav/a0108.wav,He waded into the edge of the water and began scrubbing himself.,4217,Male,Adult,American English,0
835,/Users/prem/Desktop/Speech_Corpus/3859/wav/e0053.wav,"Today was one of those days because Wade had to go pay his fine and I had to go take him, that takes alot of time out of my schedule.",3859,Male,Adult,American English,0
836,/Users/prem/Desktop/Speech_Corpus/4331/wav/a0135.wav,"I am going to surprise father, and you will go with Pierre.",4331,Male,Adult,British English,0
837,/Users/prem/Desktop/Speech_Corpus/3179/wav/a0442.wav,You live on an income which your father earned.,3179,Male,Youth,American English,0
838,/Users/prem/Desktop/Speech_Corpus/4965/wav/en-0573.wav,I am sending you this message to schedule the interview.,4965,Male,Adult,British English,0
839,/Users/prem/Desktop/Speech_Corpus/4491/wav/a0389.wav,"Mab, she said.",4491,Male,Adult,American English,0
840,/Users/prem/Desktop/Speech_Corpus/180/wav/b0198.wav,I use great trouble advisedly.,180,Male,Adult,American English,0
841,/Users/prem/Desktop/Speech_Corpus/2627/wav/b0309.wav,Nor was Elam Harnish an exception.,2627,Male,Adult,American English,0
842,/Users/prem/Desktop/Speech_Corpus/5861/wav/rb-24.wav,"""go up one paragraph"" or even ""I want to edit the previous paragraph"".",5861,Male,Adult,British English,0
843,/Users/prem/Desktop/Speech_Corpus/5210/wav/b0334.wav,"Oh, it's just a novel, a love story.",5210,Male,Adult,Canadian English,0
844,/Users/prem/Desktop/Speech_Corpus/3411/wav/a0343.wav,"You mean for this State, General, Alberta.",3411,Male,Adult,European English,0
845,/Users/prem/Desktop/Speech_Corpus/1819/wav/a0458.wav,The stout wood was crushed like an eggshell.,1819,Male,Senior,American English,0
846,/Users/prem/Desktop/Speech_Corpus/3986/wav/e0602.wav,We received a call this morning from a gentleman who recently moved into a home in Hollywood Florida,3986,Male,Adult,European English,0
847,/Users/prem/Desktop/Speech_Corpus/564/wav/a0096.wav,Perhaps she had already met her fate a little deeper in the forest.,564,Male,Adult,Indian English,0
848,/Users/prem/Desktop/Speech_Corpus/881/wav/a0545.wav,The Italian rancho was a bachelor establishment.,881,Male,Adult,American English,0
849,/Users/prem/Desktop/Speech_Corpus/3261/wav/b0530.wav,He had a big chimpanzee that was a winner.,3261,Male,Youth,American English,0
850,/Users/prem/Desktop/Speech_Corpus/5839/wav/a0559.wav,Peace be unto you and grace before the Lord.,5839,Male,Adult,European English,0
851,/Users/prem/Desktop/Speech_Corpus/2104/wav/ar-22.wav,"""it's so nice and snug here,"". That night there was a big crash.",2104,Male,Youth,American English,0
852,/Users/prem/Desktop/Speech_Corpus/5545/wav/b0111.wav,The journey was continued at dawn.,5545,Male,Adult,European English,0
853,/Users/prem/Desktop/Speech_Corpus/1680/wav/a0028.wav,"Robbery, bribery, fraud,",1680,Male,Adult,Canadian English,0
854,/Users/prem/Desktop/Speech_Corpus/3256/wav/b0376.wav,"Thought I, and a worthy fool he proved.",3256,Male,Adult,European English,0
855,/Users/prem/Desktop/Speech_Corpus/147/wav/a0358.wav,"They continued valiantly to lie, but the truth continued to outrun them.",147,Male,Adult,American English,0
856,/Users/prem/Desktop/Speech_Corpus/2798/wav/a0306.wav,He was processing beyond the limits of his vocabulary.,2798,Male,Adult,British English,0
857,/Users/prem/Desktop/Speech_Corpus/2519/wav/a0017.wav,From that moment his friendship for Belize turns to hatred and jealousy.,2519,Male,Adult,American English,0
858,/Users/prem/Desktop/Speech_Corpus/2028/wav/a0213.wav,Between him and the beach was the cane-grass fence of the compound.,2028,Male,Adult,American English,0
859,/Users/prem/Desktop/Speech_Corpus/3852/wav/a0204.wav,The wolf-dog thrust his gaunt muzzle toward him.,3852,Male,Adult,American English,0
860,/Users/prem/Desktop/Speech_Corpus/981/wav/a0486.wav,"For the rest, he was a mere automaton.",981,Male,Adult,New Zealand English,0
861,/Users/prem/Desktop/Speech_Corpus/3429/wav/a0246.wav,You have heard always how he was the lover of the Princess Naomi.,3429,Male,Adult,European English,0
862,/Users/prem/Desktop/Speech_Corpus/800/wav/a0298.wav,This tacit promise of continued acquaintance gave Saxon a little joy-thrill.,800,Male,Adult,American English,0
863,/Users/prem/Desktop/Speech_Corpus/2598/wav/a0444.wav,Then you don't believe in altruism.,2598,Male,Adult,American English,0
864,/Users/prem/Desktop/Speech_Corpus/25/wav/b0251.wav,They must have been swept away by the chaotic currents.,25,Male,Senior,American English,0
865,/Users/prem/Desktop/Speech_Corpus/1437/wav/a0030.wav,I had faith in them.,1437,Male,Youth,American English,0
866,/Users/prem/Desktop/Speech_Corpus/419/wav/a0497.wav,King took every advantage he knew.,419,Male,Adult,American English,0
867,/Users/prem/Desktop/Speech_Corpus/2140/wav/a0505.wav,We fished sharks on Niihau together.,2140,Male,Adult,American English,0
868,/Users/prem/Desktop/Speech_Corpus/571/wav/b0222.wav,"He was the leader, and Tudor was his lieutenant.",571,Male,Adult,Indian English,0
869,/Users/prem/Desktop/Speech_Corpus/1047/wav/a0196.wav,He began to follow the footprints of the dog.,1047,Male,Adult,American English,0
870,/Users/prem/Desktop/Speech_Corpus/874/wav/a0465.wav,He'll never do a tap of work the whole Voyage.,874,Male,Adult,American English,0
871,/Users/prem/Desktop/Speech_Corpus/5797/wav/a0321.wav,The log on which Lop-Ear was lying got adrift.,5797,Male,Senior,American English,0
872,/Users/prem/Desktop/Speech_Corpus/1718/wav/b0471.wav,"Also a fellow Senator, Chauncey Depew, said.",1718,Male,Adult,Other,0
873,/Users/prem/Desktop/Speech_Corpus/3398/wav/b0071.wav,There was no answer from the other side.,3398,Male,Adult,European English,0
874,/Users/prem/Desktop/Speech_Corpus/700/wav/a0030.wav,I had faith in them.,700,Male,Youth,American English,0
875,/Users/prem/Desktop/Speech_Corpus/4878/wav/b0452.wav,They saw each other for the first time in Boston.,4878,Male,Adult,American English,0
876,/Users/prem/Desktop/Speech_Corpus/2520/wav/a0274.wav,And Raoul listened again to the tale of the house.,2520,Male,Adult,American English,0
877,/Users/prem/Desktop/Speech_Corpus/851/wav/b0276.wav,We were now good friends.,851,Male,Youth,American English,0
878,/Users/prem/Desktop/Speech_Corpus/5030/wav/a0032.wav,Since then some mysterious force has been fighting us at every step.,5030,Male,Youth,American English,0
879,/Users/prem/Desktop/Speech_Corpus/5296/wav/b0305.wav,It was our river emerging like ourselves from the great swamp.,5296,Male,Adult,American English,0
880,/Users/prem/Desktop/Speech_Corpus/1433/wav/a0430.wav,Nevertheless we found ourselves once more in the high seat of abundance.,1433,Male,Adult,European English,0
881,/Users/prem/Desktop/Speech_Corpus/5367/wav/b0322.wav,Their supply of grub was gone.,5367,Male,Adult,European English,0
882,/Users/prem/Desktop/Speech_Corpus/4593/wav/a0043.wav,It seemed nearer to him since he had seen and talked with Gregson.,4593,Male,Adult,New Zealand English,0
883,/Users/prem/Desktop/Speech_Corpus/1881/wav/b0489.wav,"He was a merry monarch, especially so for an Asiatic.",1881,Male,Adult,European English,0
884,/Users/prem/Desktop/Speech_Corpus/3704/wav/b0040.wav,The thought set his blood tingling.,3704,Male,Adult,South African English,0
885,/Users/prem/Desktop/Speech_Corpus/5393/wav/a0004.wav,"Lord, but I'm glad to see you again, Phil.",5393,Male,Adult,Indian English,0
886,/Users/prem/Desktop/Speech_Corpus/982/wav/b0479.wav,Violation of this law was made a high misdemeanor and punished accordingly.,982,Male,Youth,American English,0
887,/Users/prem/Desktop/Speech_Corpus/393/wav/a0184.wav,"Don't you see, I'm chewing this thing in two.",393,Male,Adult,American English,0
888,/Users/prem/Desktop/Speech_Corpus/3928/wav/a0494.wav,O'Brien took off his coat and bared his right arm.,3928,Male,Youth,American English,0
889,/Users/prem/Desktop/Speech_Corpus/1017/wav/b0405.wav,"And each year something happened, and I did not go.",1017,Male,Adult,American English,0
890,/Users/prem/Desktop/Speech_Corpus/1953/wav/b0391.wav,"At sea, Tuesday, March Seventeenth, Nineteen Oh Eight.",1953,Male,Adult,American English,0
891,/Users/prem/Desktop/Speech_Corpus/4473/wav/en-0264.wav,"Christian please provide your input to Holly,",4473,Male,Youth,Indian English,0
892,/Users/prem/Desktop/Speech_Corpus/1130/wav/a0298.wav,This tacit promise of continued acquaintance gave Saxon a little joy-thrill.,1130,Male,Adult,American English,0
893,/Users/prem/Desktop/Speech_Corpus/2632/wav/ar-10.wav,"The walls shook, and all the rats' hair stood on end with fear and horror.",2632,Male,Adult,American English,0
894,/Users/prem/Desktop/Speech_Corpus/3836/wav/rb-20.wav,it is necessary to keep in mind on which hardware the software will run.,3836,Male,Adult,American English,0
895,/Users/prem/Desktop/Speech_Corpus/83/wav/a0501.wav,"You're joking me, sir, the other managed to articulate.",83,Male,Adult,European English,0
896,/Users/prem/Desktop/Speech_Corpus/2996/wav/b0488.wav,"Beyond refusing to sell us food, they left us to ourselves.",2996,Male,Adult,Irish English,0
897,/Users/prem/Desktop/Speech_Corpus/3408/wav/b0312.wav,"Dig in; you're sure good, was Daylight's answer.",3408,Male,Adult,European English,0
898,/Users/prem/Desktop/Speech_Corpus/1903/wav/a0272.wav,You can take a vacation on pay.,1903,Male,Youth,European English,0
899,/Users/prem/Desktop/Speech_Corpus/1194/wav/a0246.wav,You have heard always how he was the lover of the Princess Naomi.,1194,Male,Adult,British English,0
900,/Users/prem/Desktop/Speech_Corpus/1125/wav/b0350.wav,Stand off butcher and baker and all the rest.,1125,Male,Adult,American English,0
901,/Users/prem/Desktop/Speech_Corpus/198/wav/rb-05.wav,"Devices with a touch screen interface often use an on-screen keyboard, or handwriting",198,Male,Adult,European English,0
902,/Users/prem/Desktop/Speech_Corpus/4445/wav/a0011.wav,If I ever needed a fighter in my life I need one now.,4445,Male,Adult,American English,0
903,/Users/prem/Desktop/Speech_Corpus/1759/wav/a0088.wav,"He made sure that the magazine was loaded, and resumed his paddling.",1759,Male,Adult,American English,0
904,/Users/prem/Desktop/Speech_Corpus/2916/wav/a0027.wav,To my surprise he began to show actual enthusiasm in my favor.,2916,Male,Adult,British English,0
905,/Users/prem/Desktop/Speech_Corpus/1523/wav/a0502.wav,Anything unusual or abnormal was sufficient to send a fellow to Molokai.,1523,Male,Adult,American English,0
906,/Users/prem/Desktop/Speech_Corpus/5061/wav/rb-21.wav,A full-blown computer offers a programmer the freedom to develop software,5061,Male,Adult,American English,0
907,/Users/prem/Desktop/Speech_Corpus/4931/wav/a0479.wav,"I tried to read George Moore last night, and was dreadfully bored.",4931,Male,Youth,British English,0
908,/Users/prem/Desktop/Speech_Corpus/2739/wav/b0223.wav,They likewise are disinclined to being eaten.,2739,Male,Adult,American English,0
909,/Users/prem/Desktop/Speech_Corpus/2353/wav/a0001.wav,"Author of the danger trail, Philip Steels, etc.",2353,Male,Youth,Other,0
910,/Users/prem/Desktop/Speech_Corpus/1812/wav/a0569.wav,"At Lake Linderman I had one canoe, very good Peterborough canoe.",1812,Male,Youth,British English,0
911,/Users/prem/Desktop/Speech_Corpus/4462/wav/a0234.wav,"Why, the average review is more nauseating than cod liver oil.",4462,Male,Adult,European English,0
912,/Users/prem/Desktop/Speech_Corpus/4310/wav/a0038.wav,We'll have to watch our chances.,4310,Male,Adult,European English,0
913,/Users/prem/Desktop/Speech_Corpus/3779/wav/rp-21.wav,but refraction by the raindrops which causes the rainbows.,3779,Male,Adult,American English,0
914,/Users/prem/Desktop/Speech_Corpus/4932/wav/b0391.wav,"At sea, Tuesday, March Seventeenth, Nineteen Oh Eight.",4932,Male,Youth,American English,0
915,/Users/prem/Desktop/Speech_Corpus/3301/wav/a0161.wav,Take away their foreman and they wouldn't be worth their grub.,3301,Male,Adult,Canadian English,0
916,/Users/prem/Desktop/Speech_Corpus/5361/wav/a0374.wav,"But life's worth more than cash, she argued.",5361,Male,Adult,European English,0
917,/Users/prem/Desktop/Speech_Corpus/12/wav/a0561.wav,"Bill lingered, contemplating his work with artistic appreciation.",12,Male,Youth,Other,0
918,/Users/prem/Desktop/Speech_Corpus/1106/wav/b0537.wav,But she had become an automaton.,1106,Male,Youth,American English,0
919,/Users/prem/Desktop/Speech_Corpus/56/wav/b0006.wav,He seized Gregson by the arm and led him to the door.,56,Male,Youth,European English,0
920,/Users/prem/Desktop/Speech_Corpus/1829/wav/b0059.wav,In moments of mental energy Philip was restless.,1829,Male,Adult,American English,0
921,/Users/prem/Desktop/Speech_Corpus/3241/wav/b0071.wav,There was no answer from the other side.,3241,Male,Adult,European English,0
922,/Users/prem/Desktop/Speech_Corpus/2160/wav/b0137.wav,But this little defect did not worry him.,2160,Male,Youth,New Zealand English,0
923,/Users/prem/Desktop/Speech_Corpus/4296/wav/a0544.wav,He may anticipate the day of his death.,4296,Male,Adult,British English,0
924,/Users/prem/Desktop/Speech_Corpus/3085/wav/a0376.wav,"Your price, my son, is just about thirty per week.",3085,Male,Adult,New Zealand English,0
925,/Users/prem/Desktop/Speech_Corpus/4301/wav/a0172.wav,Gregson had left the outer door slightly ajar.,4301,Male,Adult,Indian English,0
926,/Users/prem/Desktop/Speech_Corpus/5649/wav/a0285.wav,But what they want with your toothbrush is more than I can imagine.,5649,Male,Adult,American English,0
927,/Users/prem/Desktop/Speech_Corpus/1323/wav/b0199.wav,"Dear Sir, Your second victim has fallen on schedule time.",1323,Male,Adult,American English,0
928,/Users/prem/Desktop/Speech_Corpus/3738/wav/b0024.wav,"It is growing, every day, every hour.",3738,Male,Senior,Other,0
929,/Users/prem/Desktop/Speech_Corpus/4792/wav/b0373.wav,"Unlike Joshua, he stood in no need of divine assistance.",4792,Male,Adult,American English,0
930,/Users/prem/Desktop/Speech_Corpus/2556/wav/a0285.wav,But what they want with your toothbrush is more than I can imagine.,2556,Male,Adult,British English,0
931,/Users/prem/Desktop/Speech_Corpus/386/wav/a0274.wav,And Raoul listened again to the tale of the house.,386,Male,Adult,American English,0
932,/Users/prem/Desktop/Speech_Corpus/2931/wav/b0476.wav,The reorganization of these countries took the form of revolution.,2931,Male,Adult,American English,0
933,/Users/prem/Desktop/Speech_Corpus/3907/wav/a0540.wav,"Yea, so are all the lesser animals of today clean.",3907,Male,Adult,American English,0
934,/Users/prem/Desktop/Speech_Corpus/5505/wav/b0487.wav,After all superfluous flesh is gone what is left is stringy and resistant.,5505,Male,Adult,American English,0
935,/Users/prem/Desktop/Speech_Corpus/5266/wav/a0407.wav,"Mercedes screamed, cried, laughed, and manifested the chaotic abandonment of hysteria.",5266,Male,Adult,British English,0
936,/Users/prem/Desktop/Speech_Corpus/1225/wav/a0137.wav,Then he stepped back with a low cry of pleasure.,1225,Male,Adult,British English,0
937,/Users/prem/Desktop/Speech_Corpus/1616/wav/b0131.wav,"Thorpe and his men were to destroy this camp, and kill you.",1616,Male,Youth,Indian English,0
938,/Users/prem/Desktop/Speech_Corpus/3543/wav/a0520.wav,He was fond of quoting a fragment from a certain poem.,3543,Male,Adult,Canadian English,0
939,/Users/prem/Desktop/Speech_Corpus/2905/wav/a0075.wav,"There has been a change, she interrupted him.",2905,Male,Senior,British English,0
940,/Users/prem/Desktop/Speech_Corpus/4484/wav/rp-07.wav,"People look, but no one ever finds it.",4484,Male,Adult,Other,0
941,/Users/prem/Desktop/Speech_Corpus/5247/wav/a0437.wav,By that answer my professional medical prestige stood or fell.,5247,Male,Adult,American English,0
942,/Users/prem/Desktop/Speech_Corpus/4634/wav/a0584.wav,I have long noted your thirst unquenchable.,4634,Male,Adult,American English,0
943,/Users/prem/Desktop/Speech_Corpus/5545/wav/b0105.wav,"I know that you are in charge there, and Jeanne knows.",5545,Male,Adult,European English,0
944,/Users/prem/Desktop/Speech_Corpus/732/wav/a0124.wav,It was Jeanne singing softly over beyond the rocks.,732,Male,Adult,American English,0
945,/Users/prem/Desktop/Speech_Corpus/5412/wav/b0323.wav,"Crickets began to chirp, and more geese and ducks flew overhead.",5412,Male,Adult,European English,0
946,/Users/prem/Desktop/Speech_Corpus/2916/wav/a0021.wav,It fairly clubbed me into recognizing it.,2916,Male,Adult,British English,0
947,/Users/prem/Desktop/Speech_Corpus/944/wav/b0023.wav,"MacDougall, my engineer, believes it.",944,Male,Youth,European English,0
948,/Users/prem/Desktop/Speech_Corpus/4625/wav/a0161.wav,Take away their foreman and they wouldn't be worth their grub.,4625,Male,Adult,Indian English,0
949,/Users/prem/Desktop/Speech_Corpus/2383/wav/a0132.wav,A cry of joy burst from Philip's lips.,2383,Male,Adult,Other,0
950,/Users/prem/Desktop/Speech_Corpus/2500/wav/b0382.wav,I defy any man to get a Solomon Island sore in California.,2500,Male,Adult,American English,0
951,/Users/prem/Desktop/Speech_Corpus/2837/wav/b0427.wav,The sunsets grow more bizarre and spectacular off this coast of the Argentine.,2837,Male,Adult,American English,0
952,/Users/prem/Desktop/Speech_Corpus/89/wav/a0148.wav,Now these things had been struck dead within him.,89,Male,Adult,European English,0
953,/Users/prem/Desktop/Speech_Corpus/440/wav/a0542.wav,"Without a doubt, some of them have dinner engagements.",440,Male,Adult,European English,0
954,/Users/prem/Desktop/Speech_Corpus/1002/wav/a0031.wav,They were three hundred yards apart.,1002,Male,Youth,Other,0
955,/Users/prem/Desktop/Speech_Corpus/2613/wav/a0573.wav,There was no law on the Yukon save what they made for themselves.,2613,Male,Senior,British English,0
956,/Users/prem/Desktop/Speech_Corpus/4130/wav/a0227.wav,It was the same way with our revolvers and rifles.,4130,Male,Adult,American English,0
957,/Users/prem/Desktop/Speech_Corpus/2525/wav/b0170.wav,"Then he shouted, Shut up.",2525,Male,Adult,American English,0
958,/Users/prem/Desktop/Speech_Corpus/5506/wav/b0400.wav,How could I answer the question on the spur of the moment.,5506,Male,Youth,South African English,0
959,/Users/prem/Desktop/Speech_Corpus/2417/wav/a0010.wav,I'm playing a single hand in what looks like a losing game.,2417,Male,Adult,American English,0
960,/Users/prem/Desktop/Speech_Corpus/4616/wav/en-0269.wav,your presentation was very informative.,4616,Male,Youth,Indian English,0
961,/Users/prem/Desktop/Speech_Corpus/4483/wav/b0360.wav,This state of mind comes of an undue prominence of the ego.,4483,Male,Youth,American English,0
962,/Users/prem/Desktop/Speech_Corpus/1756/wav/a0291.wav,"The weeks had gone by, and no overt acts had been attempted.",1756,Male,Senior,American English,0
963,/Users/prem/Desktop/Speech_Corpus/4128/wav/b0468.wav,It was introduced by Representative Dick of Ohio.,4128,Male,Adult,American English,0
964,/Users/prem/Desktop/Speech_Corpus/5263/wav/a0490.wav,Both Johnny and his mother shuffled their feet as they walked.,5263,Male,Youth,Indian English,0
965,/Users/prem/Desktop/Speech_Corpus/1324/wav/b0463.wav,Take my advice and accept the vacation.,1324,Male,Adult,American English,0
966,/Users/prem/Desktop/Speech_Corpus/291/wav/b0091.wav,For a full half minute Jeanne looked at him without speaking.,291,Male,Adult,American English,0
967,/Users/prem/Desktop/Speech_Corpus/1834/wav/a0169.wav,Suddenly Jeanne stopped for an instant.,1834,Male,Senior,American English,0
968,/Users/prem/Desktop/Speech_Corpus/3328/wav/a0413.wav,But I am at the end of my resources.,3328,Male,Adult,American English,0
969,/Users/prem/Desktop/Speech_Corpus/5720/wav/a0452.wav,"Three oilers and a fourth engineer, was his greeting.",5720,Male,Adult,American English,0
970,/Users/prem/Desktop/Speech_Corpus/330/wav/a0216.wav,The other felt a sudden wave of irritation rush through him.,330,Male,Adult,European English,0
971,/Users/prem/Desktop/Speech_Corpus/4727/wav/a0019.wav,"I followed the line of the proposed railroad, looking for chances.",4727,Male,Adult,American English,0
972,/Users/prem/Desktop/Speech_Corpus/2731/wav/a0295.wav,And twenty men could hold it with spears and arrows.,2731,Male,Adult,American English,0
973,/Users/prem/Desktop/Speech_Corpus/4878/wav/b0457.wav,It was sanctification and salvation.,4878,Male,Adult,American English,0
974,/Users/prem/Desktop/Speech_Corpus/3498/wav/a0485.wav,Each insult added to the value of the claim.,3498,Male,Adult,American English,0
975,/Users/prem/Desktop/Speech_Corpus/2794/wav/b0024.wav,"It is growing, every day, every hour.",2794,Male,Adult,British English,0
976,/Users/prem/Desktop/Speech_Corpus/5145/wav/b0232.wav,It was a superb picture.,5145,Male,Adult,American English,0
977,/Users/prem/Desktop/Speech_Corpus/2908/wav/a0540.wav,"Yea, so are all the lesser animals of today clean.",2908,Male,Senior,British English,0
978,/Users/prem/Desktop/Speech_Corpus/4849/wav/a0450.wav,No man ate of the seal meat or the oil.,4849,Male,Adult,American English,0
979,/Users/prem/Desktop/Speech_Corpus/2294/wav/ar-09.wav,At last the joists gave way and fell to the ground.,2294,Male,Adult,American English,0
980,/Users/prem/Desktop/Speech_Corpus/4168/wav/b0268.wav,"Saxon nodded, and the boy frowned.",4168,Male,Adult,American English,0
981,/Users/prem/Desktop/Speech_Corpus/3040/wav/b0063.wav,He boiled himself some coffee and sat down to wait.,3040,Male,Adult,European English,0
982,/Users/prem/Desktop/Speech_Corpus/1601/wav/b0431.wav,"Too much, he told me, with ominous rolling head.",1601,Male,Adult,American English,0
983,/Users/prem/Desktop/Speech_Corpus/4146/wav/b0414.wav,It was impossible to hoist sail and claw off that shore.,4146,Male,Adult,American English,0
984,/Users/prem/Desktop/Speech_Corpus/344/wav/a0128.wav,This one hope was destroyed as quickly as it was born.,344,Male,Adult,Canadian English,0
985,/Users/prem/Desktop/Speech_Corpus/1260/wav/a0003.wav,For the twentieth time that evening the two men shook hands.,1260,Male,Adult,British English,0
986,/Users/prem/Desktop/Speech_Corpus/2659/wav/a0218.wav,The ringing of the big bell aroused him.,2659,Male,Adult,American English,0
987,/Users/prem/Desktop/Speech_Corpus/1147/wav/b0232.wav,It was a superb picture.,1147,Male,Youth,Indian English,0
988,/Users/prem/Desktop/Speech_Corpus/4423/wav/b0474.wav,He was manifestly distressed by my coming.,4423,Male,Youth,American English,0
989,/Users/prem/Desktop/Speech_Corpus/2381/wav/b0436.wav,Famine had been my great ally.,2381,Male,Youth,American English,0
990,/Users/prem/Desktop/Speech_Corpus/2597/wav/a0047.wav,Close beside him gleamed the white fangs of the wolf-dog.,2597,Male,Adult,American English,0
991,/Users/prem/Desktop/Speech_Corpus/958/wav/b0023.wav,"MacDougall, my engineer, believes it.",958,Male,Adult,European English,0
992,/Users/prem/Desktop/Speech_Corpus/2234/wav/a0436.wav,But Martin smiled a superior smile.,2234,Male,Adult,Other,0
993,/Users/prem/Desktop/Speech_Corpus/410/wav/rb-21.wav,A full-blown computer offers a programmer the freedom to develop software,410,Male,Adult,American English,0
994,/Users/prem/Desktop/Speech_Corpus/3040/wav/b0061.wav,"Something about it seemed to fascinate him, to challenge his presence.",3040,Male,Adult,European English,0
995,/Users/prem/Desktop/Speech_Corpus/4784/wav/b0336.wav,"How old are you, mother.",4784,Male,Adult,American English,0
996,/Users/prem/Desktop/Speech_Corpus/3041/wav/ar-09.wav,At last the joists gave way and fell to the ground.,3041,Male,Adult,European English,0
997,/Users/prem/Desktop/Speech_Corpus/2707/wav/a0002.wav,"Not at this particular case, Tom, apologized Whittemore.",2707,Male,Adult,American English,0
998,/Users/prem/Desktop/Speech_Corpus/3721/wav/b0360.wav,This state of mind comes of an undue prominence of the ego.,3721,Male,Adult,American English,0
999,/Users/prem/Desktop/Speech_Corpus/1590/wav/a0095.wav,A big canvas tent was the first thing to come within his vision.,1590,Male,Youth,British English,0
